label,signer,batch,file,status,shape,error
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_016_04A599B4.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_017_4569A3F3.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_018_5C611AC6.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_019_BE198B35.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_020_700060E6.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_021_A149BAB1.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_022_264F726D.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_023_7AB02ECA.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_024_C682A82A.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_025_7AC3F3B9.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_026_B72CE8B2.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_027_22779C98.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_028_6EC6CCBF.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_029_A5187EE1.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_030_92A2CD4D.npy,ok,"(30, 225)",
EAT,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_031_CFCD240C.npy,ok,"(30, 225)",
EAT,EARLE,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\EARLE_DIRECT_EAT_032_5C05E084.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_033_6579695F.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_034_9F8490B4.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_035_79D2C9B7.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_036_878F7528.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_037_3908C282.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_038_81CCD24B.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_039_50323849.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_040_3B6E89D1.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_041_70EC1974.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_042_EE025BD2.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_043_93A8B4AF.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_044_0CA1FB13.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_045_0966F8DF.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_046_AAD53CF8.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_047_D42FE625.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_048_B11A9BCF.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_049_8317CE63.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_050_D4F2C833.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_051_42A5396A.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_052_585DF38A.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_053_EA1C7450.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_054_9D8031B5.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_055_2D34F570.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_056_08025A36.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_057_C691BE47.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_058_25A13BE7.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_059_0AC861BF.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_060_17B94C9E.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_061_92CB8783.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_062_C0F77AE2.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_063_30C9A68B.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_064_D05A4BDA.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_065_E198EA74.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_066_D87E2F35.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_067_AAEF1ABE.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_068_ADBD13B8.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_069_F099210C.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_070_A88F34D1.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_071_17406C17.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_072_AB31BFE9.npy,ok,"(30, 225)",
EAT,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\MARIELLA_DIRECT_EAT_073_1F1BC02A.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_001_288BD919.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_002_7AE16160.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_003_9FD3FED1.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_004_405513AF.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_005_E99C2AFC.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_006_7CE9DD53.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_007_95200EDB.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_008_3A627667.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_009_C67D2D87.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_010_ADC0A4A0.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_011_A5471B7A.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_012_EFB39897.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_013_342E583D.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_014_BFF519DE.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_015_873A3442.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_016_A1212C71.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_017_C54154F4.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_018_363A4A06.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_019_DF5F5710.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_020_25A54727.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_021_FDFD1403.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_022_EC2019D5.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_023_AF915D92.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_024_7C11E21C.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_025_039B60BE.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_026_2C50F505.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_027_77429725.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_028_1A776071.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_029_8411990A.npy,ok,"(30, 225)",
WATER,ANASTACIA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\ANASTACIA_DIRECT_WATER_030_E5A40792.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_031_EC6DA3C6.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_032_A084E0BF.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_033_FF934368.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_034_8732922C.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_035_72EF6293.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_036_D22E0759.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_037_FCF4AAB5.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_038_EC371BA2.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_039_A6640CB0.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_040_E507D6DC.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_041_C2BF0B06.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_042_AC379D3F.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_043_4AE26D5E.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_044_DBAB562A.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_045_FDA80673.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_046_0EB79AE2.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_047_2AD4BE9B.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_048_8FC54460.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_049_1358A3D1.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_050_DDFF446A.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_051_A827A053.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_052_E4D2DE22.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_053_5D79E371.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_054_3BB71FE4.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_055_0E8FCBE2.npy,ok,"(30, 225)",
WATER,MARIELLA,DIRECT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\WATER\MARIELLA_DIRECT_WATER_056_ED18B388.npy,ok,"(30, 225)",
