profile,status,reason,signer,label,shape,source_name,source_zip_rel,source_folder_rel,source_path_rel,dest_path_rel,content_sha1,error
fullsign225_phrase_v1,copied,accepted,ANASTACIA,MY,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\MY\reject_MY_20260525_010525_548889.npy,external_datasets\fullsign225_phrase_v1_features\MY\ANASTACIA_RECORDED_FEATURES_ANASTACIA_MY_0001_6005746F70.npy,6005746f70f13c3ad31119d7594ead02f2c534c0,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,MY,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\MY\reject_MY_20260525_010601_225979.npy,external_datasets\fullsign225_phrase_v1_features\MY\ANASTACIA_RECORDED_FEATURES_ANASTACIA_MY_0002_2AF78F7B38.npy,2af78f7b3889c651b21387d8e5cf16c79d40ef4b,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,MY,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\MY\reject_MY_20260525_010750_763721.npy,external_datasets\fullsign225_phrase_v1_features\MY\ANASTACIA_RECORDED_FEATURES_ANASTACIA_MY_0003_A69CF42C51.npy,a69cf42c515a5d9d4a8210ec28af956864d4ae41,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,MY,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\MY\reject_MY_20260525_010811_123376.npy,external_datasets\fullsign225_phrase_v1_features\MY\ANASTACIA_RECORDED_FEATURES_ANASTACIA_MY_0004_44C7A50D7F.npy,44c7a50d7f1ff910b57b62b8f9dc503bff14b0fd,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NAME,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NAME\reject_NAME_20260525_010128_418561.npy,external_datasets\fullsign225_phrase_v1_features\NAME\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NAME_0001_6B511B9F21.npy,6b511b9f21b16ad277279d6135c6086e904a1279,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NAME,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NAME\reject_NAME_20260525_010137_329411.npy,external_datasets\fullsign225_phrase_v1_features\NAME\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NAME_0002_941D49E017.npy,941d49e017343b17e818aa863fcf42d6b45ce922,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NAME,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NAME\reject_NAME_20260525_010146_832628.npy,external_datasets\fullsign225_phrase_v1_features\NAME\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NAME_0003_C931D8B5CE.npy,c931d8b5cec062033fbbd329750eff57c6b69a30,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NAME,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NAME\reject_NAME_20260525_010154_826101.npy,external_datasets\fullsign225_phrase_v1_features\NAME\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NAME_0004_578196F7F1.npy,578196f7f13d3dcd21e46ffed9b94b0bdd73ad9d,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014314_691888.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0001_30F098F125.npy,30f098f12575c15c38146c9c2407737a1e19697d,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014322_568913.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0002_29B84B6AFC.npy,29b84b6afc9415fc33e738e9ed52dec1f4f5ded0,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014330_222524.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0003_1A54E13CFB.npy,1a54e13cfb6f555d9af98ba58f2cde863fcfbe8d,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014337_919984.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0004_2457F530C6.npy,2457f530c6b9a687c870fdad9f5e8c746ab4aafc,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014345_545989.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0005_C2BA70652C.npy,c2ba70652cb3f66a7d8e461c8923674aea4b5602,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014352_119875.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0006_E193DFED49.npy,e193dfed491568f9f90ba4e648de95b0a06afdd6,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014359_046973.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0007_AD23051085.npy,ad230510859c8266a10fcdf0e2c2add816931fd7,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014405_784533.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0008_90A92AD2A7.npy,90a92ad2a7d7b45def5803ab58e136f0dd69ca56,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014412_578863.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0009_F624F7E7DF.npy,f624f7e7df6d51508171beb1a7dab3596668a8f6,
fullsign225_phrase_v1,copied,accepted,ANASTACIA,NOTHING,30x225,RECORDED_FEATURES_ANASTACIA,external_datasets\recorded_features_anastacia.zip,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA,external_datasets\team_incoming_recorded_features\ANASTACIA\RECORDED_FEATURES_ANASTACIA\recorded_features\fullsign225_phrase_v1_features\_rejected\NOTHING\reject_NOTHING_20260525_014419_437093.npy,external_datasets\fullsign225_phrase_v1_features\NOTHING\ANASTACIA_RECORDED_FEATURES_ANASTACIA_NOTHING_0010_E04F7AF3FE.npy,e04f7af3fe92790df2f7c6471ad24329f88a9ba6,
