record_id,relative_path,source_label,class_index,raw_video_sha256,technical_status,partition,development_fold,group_id
e4053675bdfa3c0a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_24.mp4,EIGHT,0,2167e4b3a225da07e8fa051b8986c6606edeaaf767df1f9a4041d2409ce21f42,PASS,development,3,sha-0041-2167e4b3a225
69be0c2225b014fe,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_25.mp4,EIGHT,0,c05a26ce779afba819dce338a9b21847584d31b8dbee79b33396eb380bf89aed,PASS,development,3,sha-0274-c05a26ce779a
013dbd9b576e208b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_26.mp4,EIGHT,0,fae0607125c61d50320e509c16a4c41f5fa78ec9d50f1da4e35da3330df26a77,PASS,development,0,sha-0361-fae0607125c6
4bdd75788fe50e0e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_29.mp4,EIGHT,0,5e431b5a2e344487891991cff1518c4593241416481e33738ef745e91ffd753c,PASS,sealed_test,,sha-0132-5e431b5a2e34
af90ac64f3e744df,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_3.mp4,EIGHT,0,b43e7a400e3c23e099c05d83ab42a1574e377464d2f2aaf70a7fa219074a8bd0,PASS,development,0,sha-0254-b43e7a400e3c
21e30e18a81c617b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_30.mp4,EIGHT,0,92401a443c34c48d27f120b376f8b4763c2e272a74382ab71c08aba24147ed0c,PASS,development,1,sha-0198-92401a443c34
862fabc106943b27,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_33.mp4,EIGHT,0,db0252e45173d798a0a9defe749d682fa1a20494a678b1197fb02fbd7859a35c,PASS,development,2,sha-0315-db0252e45173
72a812c97a6bfd8f,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_34.mp4,EIGHT,0,be9d28be3d3f1e142df4f0198b8a5d979737d5e670c928c2a276cc6d5cd91485,PASS,sealed_test,,sha-0271-be9d28be3d3f
a1b6b05d6baa0cf3,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_35.mp4,EIGHT,0,225d299eddc9827e1277e0c6ba4b8b004adc9e4897a9385d90d2cc505b357219,PASS,development,0,sha-0042-225d299eddc9
d587604c25056baf,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_36.mp4,EIGHT,0,d94580ca7c9021c8e00b7029ba61937c1d36b62d3c4bfada4f873d76cd55d378,PASS,development,2,sha-0311-d94580ca7c90
3a36edfa3ed5133d,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_37.mp4,EIGHT,0,40060576fa39d9c8c7bb7d1c0367fda4532cfb69851a3526e2d3c1a04260332d,PASS,development,0,sha-0097-40060576fa39
b2106ba91a9082fb,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_38.mp4,EIGHT,0,f065db4d0d2213d56fbbfb488d65f6d9ad3ddd16223769c3eb13d7847445c2e4,PASS,development,3,sha-0344-f065db4d0d22
6bcb1607a170403f,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_39.mp4,EIGHT,0,017dbc9dccb7300ff304776741d874d23e84878b56d1c7689c48a59a1c6f8525,PASS,development,1,sha-0002-017dbc9dccb7
c3a1a2297a1da8dd,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_40.mp4,EIGHT,0,8d25fce64f71af5a4a0ce7384e3162cef99c9241e7b2f60bdc665ac66a68b23c,PASS,development,2,sha-0186-8d25fce64f71
972cf3041baace11,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_41.mp4,EIGHT,0,bb419e6530e0c2120d879c935e368732aaa89a2bd6fa32363f45404577329a6e,PASS,development,2,sha-0268-bb419e6530e0
08653271712d1ed9,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_42.mp4,EIGHT,0,492331baca12c319eb0f09ed116d68099244abd061e61677872f6f190473985f,PASS,sealed_test,,sha-0106-492331baca12
b8139f4ef5f917c1,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_43.mp4,EIGHT,0,ea6e9a96bdee1ec9027735bafc814c62eb50d15fff16fbe845e360487a2c8fe9,PASS,development,1,sha-0338-ea6e9a96bdee
ea6f584f81c9a2a9,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_44.mp4,EIGHT,0,8038217a64f2ab39da01f5befc023da7b072f2039c3a5b0f6e33f1b1944915ae,PASS,development,2,sha-0174-8038217a64f2
fa9e1f1008a8168e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_5.mp4,EIGHT,0,6f1f1fcb63bd09a53e40225ea02119e39899598d95d74a1684107ce875bbd307,PASS,development,0,sha-0153-6f1f1fcb63bd
00f938f5d5c1dfad,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_6.mp4,EIGHT,0,2739daf459924f87135eacec991580c3eaf8065481e19928296b007e045edd21,PASS,development,1,sha-0054-2739daf45992
eae6402ee17dffdd,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_7.mp4,EIGHT,0,e4750a00e12e0ccda217e19e3e5ddc0e84456e3313ce11cd34256553a10d868d,PASS,development,3,sha-0327-e4750a00e12e
c6db494b9fa41d24,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_8.mp4,EIGHT,0,ce17ed18f302f741ad71c8c47b23edfefdd37ecb403fba149240bb77755f753a,PASS,development,2,sha-0294-ce17ed18f302
6328993a2657cf89,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/EIGHT/EIGHT_9.mp4,EIGHT,0,a287aa8c6f7227fa825ae754be13a118c8991252d831a156fe02168404d6575d,PASS,development,0,sha-0224-a287aa8c6f72
06d9b31c2ef3f3ae,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_10.mp4,FIVE,1,0ccb7754ee5f158ae8683d1f50e7fd14140d4014e26617a9756f2f7115c9d4d5,PASS,development,2,sha-0018-0ccb7754ee5f
17269993d27fe424,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_11.mp4,FIVE,1,53bdbe81ed935a6219ff2a4f1f9697428865fc7c88c83b8e98ad9ab39ec5b054,PASS,development,3,sha-0122-53bdbe81ed93
0b942a461f16625d,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_12.mp4,FIVE,1,8fb4afbb5a769176524fb9b7e06c6abd0dd2e01722de4be428923e7751c9cbb4,PASS,development,0,sha-0193-8fb4afbb5a76
566ef58a01e0e5b1,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_14.mp4,FIVE,1,2f89efb56f76836e7fe59c9128eb8519e9392ffd54f2c0f8d1a24cdb9cf79688,PASS,development,1,sha-0070-2f89efb56f76
b9fbd79764cc160b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_15.mp4,FIVE,1,16b88fd3c7dc4fd5a02c7815c06059471f8a6f0bff052255cf84c74a5979fa6e,PASS,development,0,sha-0028-16b88fd3c7dc
4084c736943b3df9,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_19.mp4,FIVE,1,ab4ebfc36dc35ab3ee480f67cffe8b6504512c60b3dc357de9de8ce060a1d82f,PASS,development,1,sha-0240-ab4ebfc36dc3
168243f76448d15c,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_20.mp4,FIVE,1,4bb50390eeeabe2a3cc1baf8446c7193ad53bb1258389f6b2211fec17578d5bd,PASS,development,2,sha-0113-4bb50390eeea
b946cd7aa8b10e7b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_21.mp4,FIVE,1,7a7506e63dc7a7f605751e4e3cdae3c8fd1a2755568fa953c2913f284601dd21,PASS,development,2,sha-0165-7a7506e63dc7
f274e3031daafb78,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_22.mp4,FIVE,1,1dcd48d359693290c8cc6fa6092b1cf953a629bacba9cf8eef6634c26064f33c,PASS,development,0,sha-0033-1dcd48d35969
ec0a6d25c0bac042,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_23.mp4,FIVE,1,a739d5ee79950741e6df0c3ecd5ec23d81f63e679cc26e33da933367fddd2d40,PASS,development,1,sha-0235-a739d5ee7995
8cf6b38136fd39fa,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_24.mp4,FIVE,1,9ddf2e8c70ecfadf2ddecd7e4c4596a2579f50a36c1ee3b6af62644a0db15660,PASS,development,1,sha-0218-9ddf2e8c70ec
69f9b1f7005f0eb0,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_25.mp4,FIVE,1,1570e442515148117c71e9cfb0559695be548e4a30a731fdab374ca75347b9ce,PASS,development,3,sha-0027-1570e4425151
22a5048d05d0dfcc,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_26.mp4,FIVE,1,a3a9e133833d19193d7804b04c06f3cb5424fb463ef4151ea56ef445e4bb4665,PASS,development,0,sha-0228-a3a9e133833d
6f5d4a3c560c0c91,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_28.mp4,FIVE,1,25af5373cf9729c4d1a078859c61388e67e2393a28bc2e89e5f5ab0a522c6fb9,PASS,development,2,sha-0051-25af5373cf97
300ba7c7019416af,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_29.mp4,FIVE,1,ad04ec0bb244f22a3d4027fb26bdf9f263a6eb106bb2fdeceb2e80f51e0b9229,PASS,development,3,sha-0245-ad04ec0bb244
7a13ca362848c67a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_30.mp4,FIVE,1,69b11d7ee701902243689afe00e083327aeaf1b3813e7c31e9f5c537f52e4073,PASS,development,0,sha-0146-69b11d7ee701
ebef7958da6c4c4a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_31.mp4,FIVE,1,ba98f042bef1a9f84a02c3fd7a04838cde83bec06fdfe35f8a8fadc717c61cdd,PASS,sealed_test,,sha-0267-ba98f042bef1
22a01f03f774477d,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_33.mp4,FIVE,1,032c7037cec555b859c2657c5a8b2dcd1449d109aa960adfb7fdc1f501f14730,PASS,development,3,sha-0006-032c7037cec5
5bd9b7e6d26c33f7,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_34.mp4,FIVE,1,29b2c8dc6327c0205754409577111c252abeea4eaf8f96e4821ab1f8c35216a1,PASS,sealed_test,,sha-0061-29b2c8dc6327
5a7e13286f58855e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_35.mp4,FIVE,1,4c3c9516d8dced08ce479a78171bce4fc3f61ead95a531a1163f3f394241cd62,PASS,development,3,sha-0114-4c3c9516d8dc
3e28305e15ed0dd5,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_38.mp4,FIVE,1,cbe068f49e32d3e77ff2eca4c9fbf609a78f8e94ed185bce1045c404ae2c599b,PASS,sealed_test,,sha-0291-cbe068f49e32
15919d7f51a81feb,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_39.mp4,FIVE,1,753b0018d9a78f7c337bb8092673dc34014fa8de6a36cf6cfe4fa0d1212fe52a,PASS,development,2,sha-0159-753b0018d9a7
9a29e011374e624e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_40.mp4,FIVE,1,de9fbc677ea97d31b8610c761a0cd02d4c150c08d4715606606e8850ebd21450,PASS,development,1,sha-0319-de9fbc677ea9
edeac188273396ef,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_41.mp4,FIVE,1,0f4c115057b700dc5db86badb6fcaf9de8b73fcd3820dcab53fde7257af3e7b1,PASS,development,2,sha-0022-0f4c115057b7
1e50f34ad4184317,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_42.mp4,FIVE,1,389d3723d4583be67340bc6f9a655150f48a60728e2fd6af3632c7da5a88bd41,PASS,development,0,sha-0082-389d3723d458
cf501fd8f4c8a83a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_43.mp4,FIVE,1,b56bed40974318802e7c29bf379fd813747c1eb976b6d6d974e54a69d661acc6,PASS,development,0,sha-0255-b56bed409743
f9d68526f670d98c,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_44.mp4,FIVE,1,faa3303e26754081d62a1b3ed6ea6684780b31745d4bce23a0f3734c9c0ee507,PASS,development,1,sha-0359-faa3303e2675
2a3dd760f86e9734,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_5.mp4,FIVE,1,63d27222b2a013c2e3622ae02907a667bdd2a5512b2ff75545e6e8f8913150a2,PASS,development,3,sha-0142-63d27222b2a0
f811eac91ea4c05a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_6.mp4,FIVE,1,c844ed76fcb7c52890c55f24ec0db2088fba27031f339e6407877bf639e61986,PASS,sealed_test,,sha-0285-c844ed76fcb7
48ec210bf0edf354,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_7.mp4,FIVE,1,d793a4324c03ab8900072b5211875946a1a52fdf59bc487de5177436748d43ed,PASS,development,2,sha-0307-d793a4324c03
ff4fe8be082d0ce3,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_8.mp4,FIVE,1,2cf25bdbf06f7b10e830494ea7c80d5c64bf5d51a93c293951da88dff314b3f3,PASS,sealed_test,,sha-0068-2cf25bdbf06f
1b9e7e7655726864,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FIVE/FIVE_9.mp4,FIVE,1,6060528443f924753939e506df9153ebcf3e588e7803ba1e9aa4c0e2534fc38a,PASS,development,1,sha-0138-6060528443f9
746c6ca4abac15b6,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_10.mp4,FOUR,2,a34217ffb3b799245519cdeb619711894501e5e0ba4473d6bc5fa1caf3753639,PASS,development,2,sha-0226-a34217ffb3b7
fd72306e19539e8b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_12.mp4,FOUR,2,a37b7aa035eb1323ca961b3852704916d461ef5996a3e6e3938d5cee3a314367,PASS,sealed_test,,sha-0227-a37b7aa035eb
b7baabc3773bb7f5,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_14.mp4,FOUR,2,5f795e8e5a635ced3b7712122280e7f101c955c45047a57413811347e02f62f6,PASS,development,3,sha-0135-5f795e8e5a63
ca9b65d50cf5bb60,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_18.mp4,FOUR,2,357364e5d600d56a849b49dc934161885510e823297dcca28ea549925781c1ee,PASS,development,1,sha-0079-357364e5d600
4905e2af47fbdcdc,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_19.mp4,FOUR,2,501c083f3221892d8979e25fdf6302554182810337b0ce1873b95f0bab802c20,PASS,sealed_test,,sha-0119-501c083f3221
fc6f59c73e9f8113,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_20.mp4,FOUR,2,5f1328326334bc638695ee5d909a5d69a664365d68aee29277b1ac15d9d38161,PASS,development,2,sha-0134-5f1328326334
5eb9cf5bef4d159c,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_21.mp4,FOUR,2,93c9c6a793cfb5d41ad8ff965166801141cd8c0a91252d1999e85055eb7c01bc,PASS,development,2,sha-0201-93c9c6a793cf
9788f6851bdbffbb,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_22.mp4,FOUR,2,955f2e08c0880a466def029f25e75e1f2696a2caf81481ebeb8e6b689b395cd8,PASS,development,0,sha-0204-955f2e08c088
c0c9fd460ce363f0,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_23.mp4,FOUR,2,390e2e01ca152e0f5968a19d568ed928b837114e7ff78001d028e1172dae7c51,PASS,development,2,sha-0083-390e2e01ca15
9e0bae039942a79a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_24.mp4,FOUR,2,2ca5907be68b176979a279ca859bf73f4b59cd2de11578c019f7c4a18a80861f,PASS,development,1,sha-0067-2ca5907be68b
9b27f70973ae26ea,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_25.mp4,FOUR,2,643f007be2f4287266377563a33000ed3e416b8a845785438496e22ec380569d,PASS,development,3,sha-0143-643f007be2f4
c2bbcd3be5ad5580,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_31.mp4,FOUR,2,23f0b88d1f83fac7b3f47f834a142d68d215635726910a9177ee243757960c04,PASS,development,0,sha-0046-23f0b88d1f83
9f652edeb04425ed,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_33.mp4,FOUR,2,5b8bb1cdcb91c4dc0f1dd37abbeb4074e0a5c3833b082ea69c14d02c8adb9634,PASS,development,1,sha-0130-5b8bb1cdcb91
23fd5b520ad34a08,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_34.mp4,FOUR,2,23cdc69148a57b4e302bdeef1968901f4bac8e381e709822fb901b47c88d78fb,PASS,sealed_test,,sha-0045-23cdc69148a5
06c2d693664dd0b6,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_35.mp4,FOUR,2,3cd71d4577839a88e06531fefe7a964b50568f90abbe53439429ffeb13e2b65b,PASS,development,1,sha-0093-3cd71d457783
117231c7c66975c6,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_37.mp4,FOUR,2,3fd8712b0145785e2b2ec6f30041051e8d8c727e96aa183d5eb095f61c00e4cd,PASS,sealed_test,,sha-0096-3fd8712b0145
9c8273455ae08b23,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_4.mp4,FOUR,2,c91157326d57b26099891a9accc1c95b52e5261ebe109546295f9c8a2a3f3a14,PASS,development,0,sha-0286-c91157326d57
b2142536d8dea529,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_40.mp4,FOUR,2,a111ef69f58ebc367a96ecb22919e53db4dca8c733d013be3412cc38d3e9d64a,PASS,development,1,sha-0222-a111ef69f58e
fc8a6163ace42b24,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_41.mp4,FOUR,2,149f86fe6988bc84986f5a89430bda877900f889671f704dcb1dee2235deef91,PASS,development,0,sha-0026-149f86fe6988
d330cf837abd5fd5,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_42.mp4,FOUR,2,5ff9d98089615578a196b6220e642171e2468fc2fc35aef267216a719e7984b6,PASS,development,2,sha-0137-5ff9d9808961
44525a17eed67fb1,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_43.mp4,FOUR,2,5f81dd4bfd7563a72b38fe370ca818c8fd515f41f3449693e4d33048d04f3388,PASS,development,3,sha-0136-5f81dd4bfd75
8ffac6d84cc475a4,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_44.mp4,FOUR,2,f2b83d5270d9a6081b2f02c57010cfb0eaa8f82485b5286efb2ffffcb820c07c,PASS,development,3,sha-0348-f2b83d5270d9
7dbdca4ea9135658,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_5.mp4,FOUR,2,97d1dd92d8ef05698d9f47a8347c9f0b6fa65e3ecd927ea6bb07ee7598215ccd,PASS,development,0,sha-0209-97d1dd92d8ef
03dcdd746c916cf0,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_6.mp4,FOUR,2,41b66c7d58e2182c7ca8146fdc2e87962d08815c0875a68473f807a5a61527bf,PASS,development,3,sha-0099-41b66c7d58e2
da0d3de0901d47fe,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_7.mp4,FOUR,2,a9037c6db9e585e09872f84ace8e23342bf997ec9df26a4a2235b1bbbc475709,PASS,development,2,sha-0236-a9037c6db9e5
839bfc51b03ea39e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_8.mp4,FOUR,2,3a9ef9fb96f7a558142a88f343171b4abd49ee55bf4e801dc5755a9b2a895171,PASS,development,0,sha-0087-3a9ef9fb96f7
26ea0639360da25a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/FOUR/FOUR_9.mp4,FOUR,2,9dcf619c2d15c36ff9d6996d63aa90535ddd9233242b0ffe49ae39d28fdf6f6e,PASS,development,1,sha-0217-9dcf619c2d15
8cccecb0392957ec,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_11.mp4,HELLO,3,a4929da6de83c918f9771c0f584333054e0246473b85adf600a641a373a8a8f1,PASS,development,3,sha-0230-a4929da6de83
ecf9c0bae346ffec,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_15.mp4,HELLO,3,09ff25d3b3a0b605afa4756b6abfd57eb423947ad9f8e3d18cb4fbbec6550f2e,PASS,development,3,sha-0012-09ff25d3b3a0
27fbd9fafbbe1785,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_16.mp4,HELLO,3,eb8d24319761dc0a3834fbb9a8c6640c54de6658057438c0cd1f98376763df65,PASS,sealed_test,,sha-0340-eb8d24319761
d6a2c561c7524f61,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_17.mp4,HELLO,3,8a9935477905e33ccd65c759553ac329c97956e03974d30bf50037d0334865b2,PASS,development,1,sha-0183-8a9935477905
