record_id,source_label,relative_path,partition,development_fold,mae,rmse,pearson,cosine,mp4_motion_start,npy_motion_start,motion_start_difference,mp4_motion_end,npy_motion_end,motion_end_difference,mp4_pose_present_frames,npy_pose_present_frames,pose_presence_difference,mp4_left_hand_present_frames,npy_left_hand_present_frames,left_hand_presence_difference,mp4_right_hand_present_frames,npy_right_hand_present_frames,right_hand_presence_difference,mp4_trajectory_motion_mean_l2,npy_trajectory_motion_mean_l2,mp4_trajectory_motion_p95_l2,npy_trajectory_motion_p95_l2,mp4_trajectory_motion_max_l2,npy_trajectory_motion_max_l2
e6ed227a776de510,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_28.mp4,development,0,0.031215795,0.068917695,0.997088611,0.997730380,10,10,0,72,72,0,75,75,0,63,63,0,0,0,0,1.257628582,1.220233690,5.296335391,5.225315052,9.939888289,10.036798160
b7c6e9d86395af27,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_30.mp4,sealed_test,,0.047587387,0.152472890,0.978139054,0.983985730,7,9,2,69,68,-1,75,75,0,55,55,0,0,0,0,1.745333130,1.438340816,8.772062582,5.905122107,10.766764204,11.005005689
c63333e6aa6cc7b9,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_31.mp4,development,2,0.063861408,0.177863625,0.966785278,0.975761338,16,13,-3,62,68,6,75,75,0,60,59,-1,0,0,0,0.617196152,0.732827765,1.524165717,1.706001642,2.369185928,6.629242175
353d6b425c535fd3,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_36.mp4,development,0,0.017498430,0.040951397,0.997881923,0.998346113,0,0,0,74,74,0,75,75,0,75,75,0,0,0,0,1.007391179,0.959217318,2.267686530,2.155623885,2.441411110,2.325441188
a31308a9d77e972d,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_38.mp4,development,1,0.019384627,0.037667407,0.998695736,0.998652657,10,10,0,67,67,0,75,75,0,75,75,0,0,0,0,0.765520442,0.759846750,1.778706728,1.748201028,3.131104505,2.398888654
5bd07b798bffba22,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_40.mp4,development,0,0.023633724,0.051831996,0.996855288,0.997581868,17,17,0,74,74,0,75,75,0,54,54,0,0,0,0,1.213560982,1.235194616,2.412847842,2.797618386,6.896942822,7.969993681
d5c1e0bcb5afc977,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_42.mp4,development,1,0.032768657,0.084253187,0.995584846,0.996263774,7,7,0,74,74,0,75,75,0,75,75,0,0,0,0,0.897700570,0.974788182,1.993040781,2.289718675,2.438725770,2.650434300
cac572c15e111810,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_44.mp4,development,0,0.025936489,0.053133320,0.998371577,0.998739035,4,4,0,70,70,0,75,75,0,75,74,-1,0,0,0,1.160444634,1.099966795,2.829936003,2.834763460,3.499859431,3.455212401
699f83d5b7405011,HELLO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_48.mp4,sealed_test,,0.022845225,0.040303815,0.998558304,0.998874024,0,0,0,73,73,0,75,75,0,75,75,0,0,0,0,0.726215491,0.688312060,1.543142260,1.675247788,2.202807312,2.170865988
c116b3e0fe7c9a5a,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_10.mp4,development,3,0.803302138,1.713322985,0.754104203,0.816054018,13,14,1,73,43,-30,75,75,0,59,58,-1,56,58,2,5.743076860,2.572068934,15.251014950,9.036117301,25.978034768,16.145624833
8d5b74a5e075dd00,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_11.mp4,development,1,0.178209532,0.672463099,0.905820067,0.933093859,6,7,1,57,57,0,75,75,0,45,44,-1,39,42,3,3.239251530,3.836792378,11.671582427,16.531268149,30.661186075,31.777419771
902aab229548beda,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_12.mp4,development,1,0.092402653,0.237689162,0.993569380,0.995409866,17,17,0,74,74,0,75,75,0,75,75,0,72,72,0,4.391558152,4.589336122,16.300701903,16.321728277,26.771796149,32.877860782
e68d9286cc9d821e,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_15.mp4,development,2,0.181566017,0.423379126,0.956371918,0.971587954,0,5,5,68,73,5,75,75,0,75,75,0,75,75,0,1.827855928,1.781486584,7.485838992,7.047398190,9.384768593,11.033242740
2da84bdae3189fbb,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_16.mp4,development,0,0.099969548,0.185113700,0.996560655,0.997719171,7,7,0,69,69,0,75,75,0,66,66,0,64,64,0,2.679462390,2.426082181,9.429737916,8.589214547,16.259447627,12.544977822
1634734e49a272a8,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_19.mp4,development,0,0.133187326,0.415504458,0.935627945,0.955733461,0,0,0,74,74,0,75,75,0,75,75,0,64,62,-2,4.439377943,4.854442581,15.223274648,19.259153791,26.669211962,28.705637423
7e4662d5cc20a117,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_2.mp4,development,0,0.048056769,0.113191908,0.996568714,0.997538615,15,15,0,74,74,0,75,75,0,54,54,0,55,55,0,3.718226959,3.490652746,19.752768133,18.953761050,34.356026656,30.491669141
d22110acbc74c314,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_21.mp4,development,3,0.157130838,0.388745851,0.973884070,0.981762247,13,12,-1,74,74,0,75,75,0,75,75,0,75,75,0,4.905558971,4.387097225,13.559935104,14.600725286,20.152159530,23.070707180
94920a3c558c7c5e,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_23.mp4,sealed_test,,0.114241417,0.261215536,0.991783870,0.994498198,11,11,0,74,74,0,75,75,0,61,62,1,62,62,0,5.254599135,5.197538495,14.755319286,15.688930809,28.009162272,23.902497066
7e00eb8e68caeec7,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_25.mp4,development,0,0.073456489,0.323257578,0.982220717,0.987729022,10,10,0,74,74,0,75,75,0,75,75,0,75,75,0,5.397077430,4.710150166,15.355773799,15.188626438,33.315384846,24.923627871
2780e0cc5c9e0fb5,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_27.mp4,sealed_test,,0.088516551,0.200760572,0.987188051,0.991036010,14,14,0,74,74,0,75,75,0,59,58,-1,56,57,1,4.959250502,4.801649946,13.682571603,12.761858566,16.021176551,15.090524160
a8a77458a193fa19,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_29.mp4,development,0,0.504432545,1.061665783,0.640348655,0.739448734,9,0,-9,74,74,0,75,75,0,75,75,0,67,71,4,5.028397406,5.348713224,14.923751555,16.081776486,22.194321209,20.116448733
0ae3bad0bbcb0a07,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_3.mp4,development,3,0.339560003,0.903914962,0.889942032,0.918402872,9,9,0,60,62,2,75,75,0,63,63,0,57,58,1,6.521326731,6.578408260,22.506319119,22.116898717,25.842442177,46.568955971
9733179cfac993ef,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_31.mp4,development,2,0.042183690,0.077796265,0.997249220,0.998035087,10,10,0,70,70,0,75,75,0,75,75,0,75,75,0,1.823071077,1.787816486,4.581284130,4.420915402,6.426723422,6.139138325
0aec5f415b76871b,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_35.mp4,development,2,0.099418907,0.250087942,0.992283052,0.994735416,8,8,0,69,69,0,75,75,0,75,75,0,75,75,0,7.222623193,6.327022961,21.961911047,20.023670949,34.162379714,35.620443946
59e38042ead0b269,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_37.mp4,sealed_test,,0.065483026,0.129656884,0.993869301,0.996126150,13,13,0,74,74,0,75,75,0,75,75,0,75,75,0,3.440339817,3.123253668,9.023401533,8.081188619,14.944009953,13.677846181
d1b17cc21df29240,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_39.mp4,development,2,0.053591675,0.108218576,0.997968533,0.998577357,4,4,0,74,74,0,75,75,0,69,69,0,69,69,0,3.786567139,3.710983945,11.103240994,10.636198884,12.428115596,13.045237081
ed4e143c0bab34ec,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_4.mp4,development,3,0.221607774,0.556198712,0.975037359,0.982213922,15,15,0,74,73,-1,75,75,0,58,58,0,55,56,1,5.703700011,4.223586085,23.104362786,14.757161632,30.494900325,20.113598349
187a73d43a51cded,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_40.mp4,development,1,0.091097981,0.222193950,0.990245388,0.993295980,13,13,0,51,51,0,75,75,0,38,38,0,38,38,0,3.076883832,2.922096828,9.759157488,8.108325169,15.503595457,15.551257326
90eb93462b5e8e53,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_41.mp4,development,1,0.705300608,1.470261017,0.733104884,0.802137613,0,9,9,72,72,0,75,75,0,74,73,-1,71,72,1,9.242862560,6.593940296,31.050922364,23.234594944,36.253424080,24.559324738
fd9042647ea9e524,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_5.mp4,sealed_test,,0.357193059,1.254439351,0.825592881,0.868772252,11,11,0,69,69,0,75,75,0,51,53,2,42,49,7,10.363493175,9.789829868,40.254391440,32.044835956,68.319462029,49.804612327
a7a1ac7edaf65228,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_6.mp4,development,3,0.177599046,0.403865564,0.983941282,0.988094503,9,8,-1,62,62,0,75,75,0,63,63,0,63,63,0,4.858781986,4.841874930,17.207440828,12.568830894,21.069680273,28.037927158
891f73f66683211f,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_7.mp4,development,2,0.306737838,1.555421729,0.699089989,0.764585252,12,12,0,70,70,0,75,75,0,55,52,-3,53,52,-1,9.863877461,5.999628285,34.653816579,23.427373976,68.324071970,39.484186759
fb64b2268a82158e,THANK_YOU,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_8.mp4,development,1,0.322232337,0.947263801,0.942942131,0.957280574,8,8,0,74,74,0,75,75,0,61,60,-1,61,56,-5,7.039440094,8.864802795,18.524341782,33.300435019,54.831630880,76.306343957
3d3d5c060921d9f6,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_1.mp4,sealed_test,,0.055132079,0.113959450,0.992769769,0.995235054,0,0,0,67,67,0,75,75,0,75,75,0,0,0,0,1.670068036,1.612598165,3.091360052,3.048648840,7.184597307,6.281717757
149500f4c7eed7ad,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_10.mp4,development,2,0.105868835,0.450527396,0.910994713,0.936469047,9,12,3,74,74,0,75,75,0,62,61,-1,0,0,0,2.912204343,1.500647671,15.511853731,3.430703478,32.097301249,11.365326240
4a078739588f65a5,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_11.mp4,development,0,0.051898648,0.112379332,0.990765916,0.994647101,9,9,0,73,73,0,75,75,0,75,75,0,0,0,0,1.393461457,1.474646828,2.899534585,2.993811936,3.156419165,3.941943290
c99d1f2068f7a9b5,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_12.mp4,development,1,0.164657602,0.806491505,0.668540525,0.788033371,8,6,-2,74,74,0,75,75,0,64,64,0,3,4,1,3.937413410,4.215920621,24.689785436,13.878298530,38.722297910,52.243271797
2083cf9e01330c64,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_13.mp4,development,0,0.126732615,0.737922867,0.702134249,0.824106753,7,7,0,65,65,0,75,75,0,75,75,0,1,0,-1,4.177909244,1.034366877,15.760267860,2.594436322,71.603536974,3.657985575
4ebb81ee0eba3583,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_15.mp4,sealed_test,,0.083978368,0.210073014,0.976697771,0.986260183,0,0,0,74,74,0,75,75,0,75,75,0,0,0,0,1.632636541,1.386384679,3.157874433,3.002956648,3.346082200,3.101057495
e4257613e0b4e59a,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_16.mp4,development,3,0.068308143,0.176518390,0.985493416,0.990050788,6,7,1,74,74,0,75,75,0,67,66,-1,0,0,0,2.385765356,1.997678510,5.769470877,5.264719039,12.542758625,8.053582041
b699378492239605,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_17.mp4,development,2,0.033141545,0.072496740,0.997267580,0.998587552,0,0,0,74,74,0,75,75,0,75,75,0,0,0,0,1.843260719,1.745086684,4.666042416,4.521077939,16.431325008,13.329771471
e9d29e8c1489a156,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_18.mp4,development,1,0.018897369,0.038862760,0.999128938,0.999529635,7,7,0,73,73,0,75,75,0,66,66,0,0,0,0,2.351085428,2.341232182,7.290000166,7.172626105,8.539678094,8.510032183
e378ae8ccfb4eb39,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_2.mp4,development,3,0.111315529,0.306885927,0.913498929,0.947611862,8,9,1,66,71,5,75,75,0,58,58,0,0,0,0,1.726000568,2.330832287,3.782060958,9.503961634,11.797127941,16.906563738
156ae91ff3e5ba3b,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_20.mp4,development,0,0.016513233,0.031676275,0.998639529,0.999216788,16,16,0,74,74,0,75,75,0,75,75,0,0,0,0,0.714909412,0.744875344,1.514134204,1.644707805,2.136683062,2.199290717
466f27bb22a6cd5e,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_21.mp4,development,2,0.058316081,0.137958202,0.991977338,0.995241980,2,2,0,74,74,0,75,75,0,75,75,0,0,0,0,1.781214897,1.802225968,2.980835393,3.407573107,4.009106597,4.251790002
2c7f77596f74e43b,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_22.mp4,development,1,0.065290838,0.151104845,0.989388955,0.993560375,6,6,0,62,61,-1,75,75,0,75,75,0,0,0,0,1.000126900,0.891233344,1.791723265,1.539367223,2.216444353,2.011918808
dee6fd70e27f85d2,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_25.mp4,development,1,0.021015664,0.051236057,0.997447141,0.998626497,5,5,0,74,74,0,75,75,0,75,73,-2,0,0,0,2.864200518,2.872703288,7.064213201,6.880098921,9.931646060,9.886984771
0a7d7e07df949f89,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_26.mp4,development,0,0.020458910,0.051264480,0.997270997,0.998519066,7,7,0,74,74,0,75,75,0,66,66,0,0,0,0,2.766433579,2.837111978,6.135383877,6.556315321,7.763343834,7.972060005
e5414dc5def01997,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_29.mp4,development,0,0.041010249,0.097650269,0.990446371,0.994305252,11,9,-2,74,74,0,75,75,0,75,75,0,0,0,0,0.976532604,1.092545992,1.879264125,2.310795666,3.116531545,2.624607633
d1d9756e717b82a8,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_3.mp4,sealed_test,,0.020750091,0.036029219,0.998217848,0.999000649,2,2,0,74,74,0,75,75,0,71,71,0,0,0,0,1.239962197,1.248124847,2.169507181,2.345254267,5.642992199,5.319810232
6e79df37dbe0f146,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_30.mp4,development,1,0.045672377,0.113694668,0.983750969,0.989468221,19,18,-1,74,74,0,75,75,0,54,55,1,0,0,0,1.703058641,1.666396338,3.386237606,3.499589759,8.288332331,9.128564823
2bd5d149990e0806,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_33.mp4,development,2,0.032163049,0.105233674,0.992870291,0.995592269,6,6,0,74,74,0,75,75,0,75,74,-1,0,0,0,2.672496642,2.449126999,8.305017896,6.463423563,13.665928877,10.785843751
abf2577078e05cc5,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_37.mp4,development,3,0.067635041,0.175165642,0.974396019,0.982925116,5,4,-1,70,70,0,75,75,0,68,69,1,0,0,0,2.301427097,2.479705035,7.523448409,9.914771437,10.809850217,11.400115802
1b2af7085110e252,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_38.mp4,development,3,0.061229935,0.202496556,0.969445758,0.981733545,8,8,0,74,74,0,75,75,0,64,65,1,0,0,0,3.717189452,3.397843963,11.664193924,8.134578469,14.810968458,14.737918811
6c903758982fe7a1,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_4.mp4,sealed_test,,0.019016112,0.036144406,0.998422977,0.999162563,0,0,0,74,74,0,75,75,0,75,75,0,0,0,0,1.034275596,1.031083635,2.284845290,2.138462930,3.486491279,3.784680460
d4d3d16cf213a85e,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_40.mp4,development,1,0.027326190,0.059682085,0.996817754,0.998198783,6,6,0,74,74,0,75,75,0,67,67,0,0,0,0,1.725128314,1.773827267,4.583326996,4.913604658,8.615097967,10.711557136
de111a30bf1d2524,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_7.mp4,development,2,0.057695236,0.114399675,0.987417591,0.993106570,0,5,5,73,73,0,75,75,0,75,75,0,0,0,0,0.827233646,0.876610791,2.133043050,2.104979962,2.252300199,2.637907587
e93b4dedfb721faa,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_8.mp4,development,3,0.056187285,0.119190050,0.987823048,0.993151987,9,11,2,74,74,0,75,75,0,75,75,0,0,0,0,0.775569017,0.907353261,1.970022727,2.191902264,2.324032732,2.581400752
5c3287f23b1f49dc,YES,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_9.mp4,development,0,0.037661604,0.084459459,0.996655651,0.997703779,3,3,0,74,74,0,75,75,0,75,75,0,0,0,0,1.480537375,1.402262926,3.187323186,3.336089649,3.847569335,4.033577974
63d96ff068e98890,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_10.mp4,sealed_test,,0.016860646,0.030499695,0.999377675,0.999527816,5,5,0,71,71,0,75,75,0,75,75,0,0,0,0,0.768584479,0.763920396,1.530926795,1.555039461,1.705067699,1.691165082
29792887cfe5c467,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_11.mp4,development,2,0.157787169,1.117318503,0.643202981,0.772599227,5,5,0,58,57,-1,75,75,0,66,66,0,1,2,1,5.212524146,3.244087624,32.665954428,19.907862764,70.888852419,35.716811210
a1cfd05017749ffa,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_12.mp4,development,0,0.036022896,0.079924477,0.994538635,0.997058775,9,9,0,69,71,2,75,75,0,75,75,0,0,0,0,0.968593031,0.994043800,1.562301233,1.519245196,2.072181445,1.729653536
42ef29403348b921,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_13.mp4,development,2,0.012606091,0.028052895,0.999424155,0.999682536,7,7,0,74,74,0,75,75,0,75,75,0,0,0,0,0.657298198,0.622776188,1.842656193,1.818448780,2.258339832,2.495044555
51f6393d388f70d4,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_14.mp4,development,1,0.034600205,0.090375147,0.993130710,0.996294953,9,9,0,52,55,3,75,75,0,64,64,0,0,0,0,0.892330570,1.150380909,1.766511849,3.507633561,17.140626444,22.260347632
39f42283612dbbb7,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_16.mp4,development,2,0.024897148,0.055124520,0.997574002,0.998626758,8,8,0,74,74,0,75,75,0,65,65,0,0,0,0,2.211060141,2.240962988,10.304008919,10.329318390,17.660933117,20.147586109
ffbf03eac812f1a3,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_17.mp4,development,2,0.019962079,0.040980390,0.997312414,0.998634517,5,5,0,74,74,0,75,75,0,75,75,0,0,0,0,0.611869443,0.564599357,1.388435343,1.384269935,1.629276948,1.596564276
8ad6f3225b656e3f,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_18.mp4,development,3,0.020880264,0.054425664,0.996633849,0.998147557,9,9,0,74,74,0,75,75,0,64,64,0,0,0,0,1.415759574,1.588692948,6.368929487,8.397755707,14.488688804,13.920232349
0ec6d4e047b128be,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_19.mp4,development,3,0.018127877,0.033940547,0.998085775,0.999003455,5,5,0,72,72,0,75,75,0,75,75,0,0,0,0,0.744607636,0.672485371,1.399053046,1.433986643,1.496569949,1.504914978
fc8eb9430507cfd8,NO,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_20.mp4,development,0,0.041866077,0.175850392,0.979775158,0.986781361,12,12,0,58,58,0,75,75,0,61,61,0,0,0,0,1.984720951,1.450208107,9.382818052,5.612170010,31.177533352,21.929112736
