record_id,source_dataset,relative_path,source_label,class_index,raw_video_sha256,technical_status,partition,development_fold,group_id,feature_sha256
c63333e6aa6cc7b9,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_31.mp4,HELLO,0,1f9b8fc9d2930e403af0bbe7289a1523b03561e5ec08ec9890229b1d2e977739,PASS,development,2,source-group-c63333e6aa6cc7b9,e62a520abc00681cb57be93fc4d0da8fd0fc5e76f00d94f5e3e057f678764d4e
353d6b425c535fd3,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_36.mp4,HELLO,0,f2ba6d4f36d70ea9b18d8e32681446d33f70b5588e933593ef5a836b86d3cdf4,PASS,development,0,source-group-353d6b425c535fd3,740460be69e1b7b18846411f2df9c84ab1794fbd03c6e5ec818396567c893bc3
a31308a9d77e972d,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_38.mp4,HELLO,0,c5c58d7d7be79d5696edcec03d745772a38684c3e52fdc642359a67becf65ff4,PASS,development,1,source-group-a31308a9d77e972d,df95cc273608e87a8022991e272abe269a75db22510494d5152fd1055cac855a
5bd07b798bffba22,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_40.mp4,HELLO,0,ea2ee38671dc8956d4a8073696bbd60b3b2ca5e0086bad08f7616522fdb6214f,PASS,development,0,source-group-5bd07b798bffba22,4ce1afb1017d247d141bc3b14ae4d48798f35e25fa1a5612b4445c3f6203c71e
d5c1e0bcb5afc977,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_42.mp4,HELLO,0,fead762e934117eb700131b53014adcafea655d7b3dd93ecd41134b84d24c679,PASS,development,1,source-group-d5c1e0bcb5afc977,21c15374f1a5436683481a9d164c0c50a47f9c530bff910361421e154604c4f7
cac572c15e111810,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_44.mp4,HELLO,0,4a0651f173d68e2f20769c9ee7e13012a88402529213631bd6f1651d7a530a2c,PASS,development,0,source-group-cac572c15e111810,e7551c5d4364021e096264f6e5f46040cf6d62067fb55de84c8b731dbfca03b0
699f83d5b7405011,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/HELLO/HELLO_48.mp4,HELLO,0,3175ac0231c14958cb6407e62effd47fe2bf1087d227c39ec68929e9ae02cb59,PASS,sealed_test,,source-group-699f83d5b7405011,31e4ef37101cf9e545d7eb9daea250316742214bc55e9915f469cea0895e3fb0
c116b3e0fe7c9a5a,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_10.mp4,THANK_YOU,1,f2f0489773e903b004d01e67743d52ad211e870568a0bea8d05bfd4628ca0ad2,PASS,development,3,source-group-c116b3e0fe7c9a5a,4d4116df3f16fb17af3ec000c2d59fcf5356726c2d7223d59fa2d7115a30dffd
8d5b74a5e075dd00,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_11.mp4,THANK_YOU,1,e19b23a812518163e89db40a617ec3bd58ec1d71529553914fdc85a10ccd2874,PASS,development,1,source-group-8d5b74a5e075dd00,4a9094e1019b31007dcf50808f4b0fe9a2b197cd8d1513e97ffebcd7cb89f90c
902aab229548beda,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_12.mp4,THANK_YOU,1,3f2c0b32f7c52508b3e2c05a30ef6f57b85d926e88bcf9f88ec830f459acc670,PASS,development,1,source-group-902aab229548beda,32cc650d18f31c96490229af0b1f4c4d6b052ea152d2d5f98a62bdc05b0ae174
e68d9286cc9d821e,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_15.mp4,THANK_YOU,1,5eec4e4e7377207e512d98c97123b99ebe3561b52ded7fbc4b2efbdf0999e5ba,PASS,development,2,source-group-e68d9286cc9d821e,643cc9c17185ff1023565a6bf80188407eb54879b902c73cd02db0cf121759dc
2da84bdae3189fbb,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_16.mp4,THANK_YOU,1,2962f59fc6e93b884d69ee8e99a7bd40d21348b4440b459fb2be6dc4a4ef1a09,PASS,development,0,source-group-2da84bdae3189fbb,9d8165d28dc8c1ed08ef4100f4dbb14a577848ed1e76958e2044e163c9878e7a
1634734e49a272a8,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_19.mp4,THANK_YOU,1,b596c2ed4e89feeb5106719c8c0c426b708cbfa7351fa874fbf1195b9fd9e2da,PASS,development,0,source-group-1634734e49a272a8,d4b51065a4924b016da41c6041d8927d03351dcf12a742e34a83e284eff86a8e
7e4662d5cc20a117,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_2.mp4,THANK_YOU,1,23b50c5fea52decc098faece96f1305fd138b6bcc3a7e9a7035925822729011d,PASS,development,0,source-group-7e4662d5cc20a117,c56fa5b9227a485ee9ae1f8f641d93be948b1d29b465275064aa03facded50e8
d22110acbc74c314,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_21.mp4,THANK_YOU,1,491eb076dc40e4feda5604bf094f70f29da5351a620f64fc0f7abacd97f9d7b6,PASS,development,3,source-group-d22110acbc74c314,e60ccb2ffca098776319ca955b030acaf134e6662764814ca6bb52c097ce13fb
94920a3c558c7c5e,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_23.mp4,THANK_YOU,1,91d1a27c562929343393e6174e1339e21bc9b6c936ceee85fd33b7259dafe83f,PASS,sealed_test,,source-group-94920a3c558c7c5e,71a98a736de93ef0d81c377f3866a46508b142a1c074171f133046fa77d91188
7e00eb8e68caeec7,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_25.mp4,THANK_YOU,1,1ec53372aa0424e4618665166af61e262d64feaa5f1dcd2506c3a4aca37172d3,PASS,development,0,source-group-7e00eb8e68caeec7,03854f62e35b1c33a3e81faddec8df33080b78f97e6f549f4174da20c3071101
2780e0cc5c9e0fb5,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_27.mp4,THANK_YOU,1,062e5d09125be4714e72769766f44c8637599560798ca1df609ef7bdbd6e2c05,PASS,sealed_test,,source-group-2780e0cc5c9e0fb5,c7fc2c90a95b5440653850a8564253c9dd01204c5d946241c4b7ee01fa4bc927
a8a77458a193fa19,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_29.mp4,THANK_YOU,1,e810ada142cee2aaee98e79118be3f271f18d1f61ac14cb2ece7f106e31a3ca0,PASS,development,0,source-group-a8a77458a193fa19,381e036137709e74f4ba5d169819fb2f50b58144ef29f31b479a8ac1d629ae25
0ae3bad0bbcb0a07,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_3.mp4,THANK_YOU,1,e98f7e4e512794182d50e452992b248a19ec24b717a29dc86d24078cf5043c33,PASS,development,3,source-group-0ae3bad0bbcb0a07,f8aa9599a40adf27caf6ab2148772d43b195debda74a34de24bc08e995934377
9733179cfac993ef,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_31.mp4,THANK_YOU,1,ba69c64dfeff69f850b2e826bdb9be59685d258c18bb00f76888b7fcba410533,PASS,development,2,source-group-9733179cfac993ef,5f52e2c724fbffef987cf3f488a2f1b33eb3d0c19018718bf9d22d81bfc5260d
0aec5f415b76871b,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_35.mp4,THANK_YOU,1,180c69df83c16130b85690a8d8094805366124692fd243a9f732f1316cc37319,PASS,development,2,source-group-0aec5f415b76871b,f532b5b85ee61d7bbd11ca512f6e49b587c09983413bc2fac0f23caf82a383c0
59e38042ead0b269,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_37.mp4,THANK_YOU,1,053c7e2e4a862b707998d9cfcf03c689c838f974fa2e2a2a60d814d702f6bf7e,PASS,sealed_test,,source-group-59e38042ead0b269,05b777c849864521789de46ddd4a9e70b684450fa7d4b3766f8ab7399dab42ed
d1b17cc21df29240,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_39.mp4,THANK_YOU,1,32b02d40030879d2aafbc7e1a5356d2b0b8e3cc4845484f1dbc833bff48668a4,PASS,development,2,source-group-d1b17cc21df29240,50f0de4c9edb16d04ed9b7081516aba3c38fe792b7b5d9e6ddb8c7f927403786
ed4e143c0bab34ec,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_4.mp4,THANK_YOU,1,6fbb07c4ca43d6be250c4af5ea520fbb53d48035658d7dce655bfc01d7e45853,PASS,development,3,source-group-ed4e143c0bab34ec,eae46bbc032ea9bc039ee02a33224a262c44097562fad53e1e1513f3c4551f76
187a73d43a51cded,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_40.mp4,THANK_YOU,1,8e3e5759217557f40bac6f07bd812cf7c60f2d61a83009ada84e397cfd1ec2ac,PASS,development,1,source-group-187a73d43a51cded,5231da853450c40652d93d4b834e156d2b09caef5a14883a90697fbdc5d3469f
90eb93462b5e8e53,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_41.mp4,THANK_YOU,1,0a0eadd97aac1cddc0ea633492dafe8b0d07bc394d541461232ee70880ffd483,PASS,development,1,source-group-90eb93462b5e8e53,0e8ba51de8284f856cebb5425ca1b7df4db6c15adbd01cf12da8db4a94a2f8e6
fd9042647ea9e524,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_5.mp4,THANK_YOU,1,91a945e1126b555c60cacf745d2d0d3b29ed16feeb5767f3c3c0b9cdc0fd86f4,PASS,sealed_test,,source-group-fd9042647ea9e524,f187c7a410859dba9997ec2f5b84c7127b1cdbd1320ba73f4710ccd4a7b37ea0
a7a1ac7edaf65228,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_6.mp4,THANK_YOU,1,ec8132d58110017d9c4b8166d6b378ab4e427ad1856466f0acc75ddbb410217c,PASS,development,3,source-group-a7a1ac7edaf65228,8aa8bcd63521af26ab6afda386b5ae6f397c8d8384dd43066d6d6739b232f4bd
891f73f66683211f,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_7.mp4,THANK_YOU,1,2d502362aa7e3b6bbc40e659b36ea717c0ca0f120dff46024b2a5c837d718da1,PASS,development,2,source-group-891f73f66683211f,d0f5f9ca2146604e7d324a368c5dc25561564998b7a07aae389ec4e38283477b
fb64b2268a82158e,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/THANK_YOU/THANK_YOU_8.mp4,THANK_YOU,1,ffe7264f60bc6def9153f7837a7fbb27aabe6c4bdaa93f8dfef4a69bf10d71e7,PASS,development,1,source-group-fb64b2268a82158e,c41827ea73545b3b109647d47da95a1e16c7c95daa39d5acc0169218bf48dcd6
3d3d5c060921d9f6,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_1.mp4,YES,2,334286043ea40736fa64d83491da31772d358590da13158e49848502361bc236,PASS,sealed_test,,source-group-3d3d5c060921d9f6,6c994d2144df0e5fb0b988ba1f16530d753da531265ea16a8b2ee1c50eb611fd
149500f4c7eed7ad,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_10.mp4,YES,2,8f0b8acbc4fb39f30c3df324caa88fcb550aee0ed8a5c455b8b8506d578b734f,PASS,development,2,source-group-149500f4c7eed7ad,2724c56a0a42ea3304263c3ec9920788d0c2451b05b097f918ad7f665b887df0
4a078739588f65a5,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_11.mp4,YES,2,d5ebb9ec6f0b1b906166baf9cb21e7a0bf48725c00099804083faa0ab84ffd91,PASS,development,0,source-group-4a078739588f65a5,d68b0ed769160f15aae53fb1f48ddb1016b2820aa7448386e1683448ceac5c25
c99d1f2068f7a9b5,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_12.mp4,YES,2,2553483e207971640afea71448b724d781a06d896cd7e820bac98716417f7c73,PASS,development,1,source-group-c99d1f2068f7a9b5,bd61e2b348c6f0513caca763a96db1d46414775701e27a0e27f71e7e1e4b8236
2083cf9e01330c64,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_13.mp4,YES,2,278b4f04e93203b208ad5b2e69cff9e129272ef6866d1d174672c3876468fa8d,PASS,development,0,source-group-2083cf9e01330c64,483957f33ebbd39eca736f019a32a293db7c97f008e7c08824ae6401e9af780d
4ebb81ee0eba3583,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_15.mp4,YES,2,4ee7f2e14343be0943af28012f80be7ff80d6898fb55bb850a6f0af226e6e1bb,PASS,sealed_test,,source-group-4ebb81ee0eba3583,d49a0687becf48958f1a6f7886a0872107c30162d875f351c7c2d508e78e01ff
e4257613e0b4e59a,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_16.mp4,YES,2,960fb1cf300e4a3620d7ea1ee271623b1bef5f1cc71920ae2cf974cba4eac79d,PASS,development,3,source-group-e4257613e0b4e59a,c0ebd8d14981fbcd55a47d5667398ceaf9397fd8ca14e036305b56b194470fa1
b699378492239605,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_17.mp4,YES,2,3990b164a7185f746d465b3a6e1b989b669445feba01b9c1fd8b09278b8d53a5,PASS,development,2,source-group-b699378492239605,735ed42be368e80ed1235aeab51a1b28b15d55848a121efad75918ef65d60143
e9d29e8c1489a156,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_18.mp4,YES,2,e8c437c9e3b258f27485494d85983721eb20ab7b62f2627b2496dc8338d27312,PASS,development,1,source-group-e9d29e8c1489a156,fe1e6fe05386e3f02f9557be8c3c48bf51a6d4daceffcec6a1b5071c392c7cd7
e378ae8ccfb4eb39,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_2.mp4,YES,2,4b31fa6ec477524473b7b945336db5c5ed005a5ea6b24390b7653332c2dfc12d,PASS,development,3,source-group-e378ae8ccfb4eb39,0200ed2bd4588c98f6604a9be38bc9b3fc376ee54adaf730ac72e3955841f698
156ae91ff3e5ba3b,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_20.mp4,YES,2,2639a3af6e8f3c31b39dfa2b6e4844010317b1a09829db176877447524d1cef0,PASS,development,0,source-group-156ae91ff3e5ba3b,2fc4f5dca75b9921b7a1c6164fadd13f48ee37370cc31c3a4a12eddafcf72216
466f27bb22a6cd5e,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_21.mp4,YES,2,f511a50bc4dab23f8be5de95ae5ca858aa51442189e87f5ea24efc3546187fe5,PASS,development,2,source-group-466f27bb22a6cd5e,3cd29b1c34b3d0939a54c03e8b3c34a4578d7f8c0a88cd6697ebc2931f513be8
2c7f77596f74e43b,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_22.mp4,YES,2,09f86d3fc4a9ab87ae14f13dc4976cb9b36dc4af5c25d4e2435b64e0f36e7ad8,PASS,development,1,source-group-2c7f77596f74e43b,f659e9d9915cffaad99f0cf8915ff02a0d79a7ec84ea7dc9801129baf2e6a982
dee6fd70e27f85d2,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_25.mp4,YES,2,a3d65c01bf2d13baa22ab19339bee07528e7a938c5034a8ce88b16674681e8c0,PASS,development,1,source-group-dee6fd70e27f85d2,b42a450a90c6f60194a79069de0f91177fd9d24c65a53c16eaca9dbadaa3f493
0a7d7e07df949f89,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_26.mp4,YES,2,34d5340ff83d7db069518b4e3c57b876626b6b960a46734f139a0e483e83666f,PASS,development,0,source-group-0a7d7e07df949f89,139413c94ec117946b281fe3ab899c1de7d173406af8944a6bcd419e070bf2b7
e5414dc5def01997,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_29.mp4,YES,2,c5de64f3fdecabb978324567f4bf07b4d6894eb8f97fdfe3261c643ca9cec19d,PASS,development,0,source-group-e5414dc5def01997,d9aac3eb6ab07141bb735676cfc1ba16194e977f7695179a516fd4bedbb98920
d1d9756e717b82a8,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_3.mp4,YES,2,88f1ed4dfb89278835e1a3d448105f5067e860e3cf168dc8865ffb6803e6a62b,PASS,sealed_test,,source-group-d1d9756e717b82a8,69dba464580f28fcc2e53b0eb6695f132453df1d288a4f859d8d2112db83aa68
6e79df37dbe0f146,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_30.mp4,YES,2,e3e9c6f306277a5bcaf62fbd8d1b0bc3816c46c78f7ee13ad291824fac70bff7,PASS,development,1,source-group-6e79df37dbe0f146,e10c82d60ba17a99eca21691307b91d09520bf1fb472b40b68f73963966af178
2bd5d149990e0806,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_33.mp4,YES,2,abca9c397eebd2309987cec1bcf8dcb019132e439813c7016ace46611e844ce4,PASS,development,2,source-group-2bd5d149990e0806,8159331d8ba11965065ba4bb63f7e53888bcc5ae161cc07637d3b4e3f9e9341e
abf2577078e05cc5,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_37.mp4,YES,2,abfcabb907d2d65384bff866970c3369fc797dfb32f5f2d8524c3c2b7dd9e670,PASS,development,3,source-group-abf2577078e05cc5,af8c0ec6dee366a4e2520e920370edcce99c6d4d9d7b6805b7b48c250c41d768
1b2af7085110e252,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_38.mp4,YES,2,18d3b60a0b33482b1af6e35b4e666c4bb49eb528592aba5266d4e0ae49429b9b,PASS,development,3,source-group-1b2af7085110e252,a806f3d0f771c7d01f9a2bac6671a75fedda2731b494651d8b2858a16f14a047
6c903758982fe7a1,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_4.mp4,YES,2,256e0e166d26a0adfe6899886f28ad3ed63dfef06b9c4c6b802a390096792f9e,PASS,sealed_test,,source-group-6c903758982fe7a1,5af69c02c5802f5c66d3eddef875d9bc188a6a4e70b36bddfe00c1130062ef25
d4d3d16cf213a85e,MAPUA_TRANSACTIONAL_FSL,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_40.mp4,YES,2,66b7c2a3eeb80d8c8d40cdadc8cda8a793b96049b8ce12fa9115ff81fb5f0bce,PASS,development,1,source-group-d4d3d16cf213a85e,2b094b492ac818f9be82f195bce0e9b28d658eeed0ccbf41b22d3a9d7c471ad5
