record_id,relative_path,source_label,class_index,raw_video_sha256,technical_status,partition,development_fold,group_id,feature_sha256
156ae91ff3e5ba3b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_20.mp4,YES,1,2639a3af6e8f3c31b39dfa2b6e4844010317b1a09829db176877447524d1cef0,PASS,development,0,source-group-156ae91ff3e5ba3b,2fc4f5dca75b9921b7a1c6164fadd13f48ee37370cc31c3a4a12eddafcf72216
466f27bb22a6cd5e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_21.mp4,YES,1,f511a50bc4dab23f8be5de95ae5ca858aa51442189e87f5ea24efc3546187fe5,PASS,development,2,source-group-466f27bb22a6cd5e,3cd29b1c34b3d0939a54c03e8b3c34a4578d7f8c0a88cd6697ebc2931f513be8
2c7f77596f74e43b,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_22.mp4,YES,1,09f86d3fc4a9ab87ae14f13dc4976cb9b36dc4af5c25d4e2435b64e0f36e7ad8,PASS,development,1,source-group-2c7f77596f74e43b,f659e9d9915cffaad99f0cf8915ff02a0d79a7ec84ea7dc9801129baf2e6a982
dee6fd70e27f85d2,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_25.mp4,YES,1,a3d65c01bf2d13baa22ab19339bee07528e7a938c5034a8ce88b16674681e8c0,PASS,development,1,source-group-dee6fd70e27f85d2,b42a450a90c6f60194a79069de0f91177fd9d24c65a53c16eaca9dbadaa3f493
0a7d7e07df949f89,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_26.mp4,YES,1,34d5340ff83d7db069518b4e3c57b876626b6b960a46734f139a0e483e83666f,PASS,development,0,source-group-0a7d7e07df949f89,139413c94ec117946b281fe3ab899c1de7d173406af8944a6bcd419e070bf2b7
e5414dc5def01997,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_29.mp4,YES,1,c5de64f3fdecabb978324567f4bf07b4d6894eb8f97fdfe3261c643ca9cec19d,PASS,development,0,source-group-e5414dc5def01997,d9aac3eb6ab07141bb735676cfc1ba16194e977f7695179a516fd4bedbb98920
d1d9756e717b82a8,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_3.mp4,YES,1,88f1ed4dfb89278835e1a3d448105f5067e860e3cf168dc8865ffb6803e6a62b,PASS,sealed_test,,source-group-d1d9756e717b82a8,69dba464580f28fcc2e53b0eb6695f132453df1d288a4f859d8d2112db83aa68
6e79df37dbe0f146,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_30.mp4,YES,1,e3e9c6f306277a5bcaf62fbd8d1b0bc3816c46c78f7ee13ad291824fac70bff7,PASS,development,1,source-group-6e79df37dbe0f146,e10c82d60ba17a99eca21691307b91d09520bf1fb472b40b68f73963966af178
2bd5d149990e0806,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_33.mp4,YES,1,abca9c397eebd2309987cec1bcf8dcb019132e439813c7016ace46611e844ce4,PASS,development,2,source-group-2bd5d149990e0806,8159331d8ba11965065ba4bb63f7e53888bcc5ae161cc07637d3b4e3f9e9341e
abf2577078e05cc5,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_37.mp4,YES,1,abfcabb907d2d65384bff866970c3369fc797dfb32f5f2d8524c3c2b7dd9e670,PASS,development,3,source-group-abf2577078e05cc5,af8c0ec6dee366a4e2520e920370edcce99c6d4d9d7b6805b7b48c250c41d768
1b2af7085110e252,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_38.mp4,YES,1,18d3b60a0b33482b1af6e35b4e666c4bb49eb528592aba5266d4e0ae49429b9b,PASS,development,3,source-group-1b2af7085110e252,a806f3d0f771c7d01f9a2bac6671a75fedda2731b494651d8b2858a16f14a047
6c903758982fe7a1,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_4.mp4,YES,1,256e0e166d26a0adfe6899886f28ad3ed63dfef06b9c4c6b802a390096792f9e,PASS,sealed_test,,source-group-6c903758982fe7a1,5af69c02c5802f5c66d3eddef875d9bc188a6a4e70b36bddfe00c1130062ef25
d4d3d16cf213a85e,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_40.mp4,YES,1,66b7c2a3eeb80d8c8d40cdadc8cda8a793b96049b8ce12fa9115ff81fb5f0bce,PASS,development,1,source-group-d4d3d16cf213a85e,2b094b492ac818f9be82f195bce0e9b28d658eeed0ccbf41b22d3a9d7c471ad5
de111a30bf1d2524,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_7.mp4,YES,1,cbb2a67ea3ff79ef48c5449b7e024fce13072c9ff9afb74f39175f2aca8907b6,PASS,development,2,source-group-de111a30bf1d2524,896f7547da387583a090a54f27140e6da71f61ecf0c1b00560db23fbd51a69e3
e93b4dedfb721faa,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_8.mp4,YES,1,b31871a60cdf02e9b4ba87a0e7603edd6b011ec4d01d511286af957092474533,PASS,development,3,source-group-e93b4dedfb721faa,75ba07533b3ca6a4990dcd49d9b1dce282cd518615741ef455ed7ed1e6faff75
5c3287f23b1f49dc,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/YES/YES_9.mp4,YES,1,9b180d2f1af4adbb4f62cd9c14ca486959263ee7a22aba90ac796f3c81d39c93,PASS,development,0,source-group-5c3287f23b1f49dc,149d4e3fc7857e9e75d7c06052cf8756d14a94a503757463110a1c3386af828d
63d96ff068e98890,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_10.mp4,NO,2,1fa98004ec32da8d0c6d379bffc3b9b7bf22eb04849cfc238240bdcc22082171,PASS,sealed_test,,source-group-63d96ff068e98890,44e6382a99201ef11ebab139f9312c1fce4ce7a3bc9696989d003714aeda47af
29792887cfe5c467,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_11.mp4,NO,2,42f06b3222827f5d967172a80b014cd37564da38f300299e0864cf2fb5391237,PASS,development,2,source-group-29792887cfe5c467,e7e04ff729c5e0e086a05fb05d4504ce2379cc70035991b2bbe7155bfba2a22c
a1cfd05017749ffa,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_12.mp4,NO,2,76a7d8de883d1c28d0a04960a7ed60e8b48ddc76b2ffed9c3ff3cecd1cf01255,PASS,development,0,source-group-a1cfd05017749ffa,982aad921c86f16844f61c5bfae2ef5f73d839fdb3e64d5e0477ab6840a27c0c
42ef29403348b921,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_13.mp4,NO,2,fe6b25128fd6de53469664eabbd2df338cc4c1a2760cce2726e7e6a19608506c,PASS,development,2,source-group-42ef29403348b921,8f1283bfe4060bde353e3646f9a1e2e974dabc7a2a315f7d99cf0324466831eb
51f6393d388f70d4,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_14.mp4,NO,2,aba2605d22f7589a401c9cf6407042394feb328f56c045484833727527184b08,PASS,development,1,source-group-51f6393d388f70d4,e5333cccab4fb4d43a3c49c6955f656001190e1674c564d965dc596a0a61d580
39f42283612dbbb7,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_16.mp4,NO,2,01e8b529bef72eab2cc6ecae9de2979cbc56b1014eb61586840d25a5932ca421,PASS,development,2,source-group-39f42283612dbbb7,95add9fc16ade995c9392524b01d82641058730fc14bce19d3059a3be685c1fb
ffbf03eac812f1a3,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_17.mp4,NO,2,b81e6db4e1f6f933e412b1bd59d2cb70437633b04b149dbeb7506dfcea92c004,PASS,development,2,source-group-ffbf03eac812f1a3,741e35858e46dddbe62cf61a1e0ec17600d1b09deec7a6755d5ba0e16acc1146
8ad6f3225b656e3f,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_18.mp4,NO,2,d286713f261cf8b51ec1f3b3f374e88829db2e0edf06ca80b876b03855e76148,PASS,development,3,source-group-8ad6f3225b656e3f,2a0609c42a470459b690e9a49887319d8491960fa941ec2123137bd9229fa13a
0ec6d4e047b128be,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_19.mp4,NO,2,49866b692ba8fc6100220e138782bccbae4ceb7d85a1bf48c929bb31e0aae782,PASS,development,3,source-group-0ec6d4e047b128be,c982a6e7c3ae44bcb91a405f537b959604bc05db142602ae5f1ecc4cae163b37
fc8eb9430507cfd8,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_20.mp4,NO,2,d7c3a754f02b4d0f1c5ffe55fc8ab6976be716d7f9072a3eb62cfda3166cc26f,PASS,development,0,source-group-fc8eb9430507cfd8,c701dde57951e28ddb5569a891f15409ad8ff32f84dc9e85047a8949099415bf
cbf3d5fe664e7cc1,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_21.mp4,NO,2,3faf48b38c208f17235a04a11b7ec6908b24354cda4798ddb45910e75c284e06,PASS,development,1,source-group-cbf3d5fe664e7cc1,78189e41655f2eebae44f1bbf6a316e4dc663ec1958338d9bec168ab881c3fa6
7cc742b037ecc126,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_22.mp4,NO,2,6a6d3bb21d5644b5de0ae8c04892af0f960b205b32c62cfc0bf0108c7040dc9b,PASS,development,1,source-group-7cc742b037ecc126,d7e1b640acdc9545b24398c7fddcc8363237d3f134d02a4682ae27631415f15c
91725194d5428bc0,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_23.mp4,NO,2,722ab4743f4f02d4ee4a7f119d872b8cdb05e51e015a35da40a86258a6e0ee9b,PASS,development,0,source-group-91725194d5428bc0,df864eec66778bc241f57f0eb0052cebbb1502a466cf9952f52aa5771865ae9d
7bfaef4974a35768,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_25.mp4,NO,2,c97fe74d7dd19bb9612e7b75f3be6f8b0126313a1904f94105fca7eed43e4b4c,PASS,development,1,source-group-7bfaef4974a35768,52791399747130aa66afd344cc193fb848256a0150d242846dc70429d8727bea
7df123df0c233253,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_27.mp4,NO,2,a54a7784a9fcdc7e77678feeb2bdc1876c1a130ae6a7a178f59eca39a7c10a8b,PASS,sealed_test,,source-group-7df123df0c233253,40d6c97580e1d87cd69223297ca4d84061cd31868469a1f88edb8a7cac5f5f1b
964f45aa856169b6,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_28.mp4,NO,2,0da3bc1d4816d54f5bb075ad6c9a414fd3e6175f8c41357c9c3dc218b1cb8854,PASS,development,3,source-group-964f45aa856169b6,ef6cf3be061bab9f938c52cbc6c291994ce6168a022dbcbc68ae41a9d344f30d
3b69fd7a4736a8ca,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_29.mp4,NO,2,eea053e183ab93bdc2d85ed75efc4bb42c813aa7d8dad9f6d42f2f2ac9ec5733,PASS,sealed_test,,source-group-3b69fd7a4736a8ca,8921ebaa1cb72f4fa102da55ec0361d112be26ca657933c0636b7fa46fa3d24a
bb38516d8852fe82,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_30.mp4,NO,2,54d8691e9a412172ae921b70317568a5bb743f6bd3273d7af969f86615b0180b,PASS,sealed_test,,source-group-bb38516d8852fe82,23807ce9570aa4d8c8ae4b6748e1e50c45bf9cd8d6d7b949a10e1eff96323e0e
ab2899666f863531,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_31.mp4,NO,2,fe079bcdefd3913ed41969d0d59480aaaa526c9cff47a0c92ea8121a69e2beb1,PASS,development,3,source-group-ab2899666f863531,1aaba43da492b74bf0eab812ee8c5244dd1e71e3c15f6a1fcfde9a7b3461923d
253a91cb664f1a19,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_32.mp4,NO,2,d885fd65c4b8893a148e59a9a7d90022fc7c0f809a64a9a531b353721e0c354e,PASS,sealed_test,,source-group-253a91cb664f1a19,609c36f574669d1ba8f6c9bd19005f4c76fbb65e1dedcc588bad11496e0afe8a
776264169db35dab,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_33.mp4,NO,2,b6c7c2b6923cbf93eb9582871fddf6066995485f9732a4dcdebf3e56b1a697ab,PASS,development,3,source-group-776264169db35dab,7f1c58eaa5a0dce31749f0761014aaa9e9fe43807e15aa11dbf30f4039b34669
1e884b4b17e51174,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_34.mp4,NO,2,d7d9512f4485f00c7d903c410503690fe9a7ff533820e4083990514f65df0f36,PASS,development,3,source-group-1e884b4b17e51174,98ffa076520087c81fdd0f114100164e1ed1083f51ff089f867efd77a5638c57
d575cfb435569b39,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_37.mp4,NO,2,7ed708f733fd85b462d324e181850c434636f2f29eba8e9ac536a7652c1e0c2f,PASS,development,0,source-group-d575cfb435569b39,1178574a06fdc381e2eeceec7ae160050a894479e23762f96c2307836e8bc4bf
d7531b121e9abdad,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_38.mp4,NO,2,df4e46471abfb19272f774e23a5182a5e1460e5216a78feecf9d28c2998df241,PASS,development,2,source-group-d7531b121e9abdad,b9757490576e23809ebc635896a9d61922d4a3c212ea29c4baf0f63a50306459
ca1a7f07ccf97019,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_39.mp4,NO,2,aed6b5c27eef6fe7f5601b5cd93437d4bfd84dc6750fa9949d5575cd4c4137dc,PASS,development,2,source-group-ca1a7f07ccf97019,3296d3e95741c8beab48d76f57a8940421db5697aa416c12d07255c4e4a2a7f0
2c4c2be2f549784a,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_4.mp4,NO,2,8e1bf873512d6e2a7eb8883890296f97e85126dbd6da5236eb236a524b760270,PASS,development,1,source-group-2c4c2be2f549784a,cd8495396b29ef4f13b02c0bfd4bee5cbe4c8b4e017b5cdcedd1d9dfab6279d4
aca5f41e7f372cf4,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_40.mp4,NO,2,99df3ec9e74db6ae4fa3f550bbd4a8c9e434232c1143f1a269c0bc1e21873f02,PASS,development,2,source-group-aca5f41e7f372cf4,9ab162c3c1114143bb1bac9b1752397937b968dee936879c0b73aba1240c6be3
a216eccc294aa8b9,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_41.mp4,NO,2,3c1c2e34372d96a4a5454522643ecb278e391bb289c5b40824e94e29501c1116,PASS,development,1,source-group-a216eccc294aa8b9,e1725254d635b30e105a8c090a38d912a10386f5f602fc5e0df8ebc3b2111a25
f1cfac429c0da4d4,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_42.mp4,NO,2,9e8da1271b87136c6027f88baec3735faa0f39fbeef3934a60729875c112259c,PASS,development,3,source-group-f1cfac429c0da4d4,1a9b70d28c7cda1ebc15cb9955d6983a7799010318847cffa9471857e7dcdc4c
02b350a095a9c064,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_5.mp4,NO,2,e88785a7b9d1c6c38fe045fec0e925c21f1ef73505ee8eba282770d0444176c3,PASS,development,1,source-group-02b350a095a9c064,06e95f144654e8e73fd6483422266bf69ce5e68c3107e2ebbc3a778d3eec6974
ae14d04186487231,Transactional Filipino Sign Language Dataset/Transactional Filipino Sign Language Dataset/recorded_data/NO/NO_7.mp4,NO,2,4974f5438cd3d1da1c89ff11c7412c34d2dc27966e9fe6370c6801ca397e3cf6,PASS,development,0,source-group-ae14d04186487231,db9452c0dd7b99470fe2fa636bdb7c7f0d953391f33b3aa0b7eec6047dfed6eb
